record_type,scenario_name,group_hierarchy,request_name,status,start_timestamp,end_timestamp,response_time_ms,error_message,event_type,duration_ms,cumulated_response_time_ms,is_incoming
user,Single Events,,,,1759484745576,,,,start,,,
user,Single Events,,,,1759484781815,,,,end,,,
request,,,Login,OK,1759484745588,1759484745909,321,,,,,false
request,,,Go to first page of program VBqh0ynB2wv,OK,1759484745926,1759484746786,860,,,,,false
request,,,Go to second page of program VBqh0ynB2wv,OK,1759484746787,1759484747043,256,,,,,false
request,,,Go back to first page of program VBqh0ynB2wv,OK,1759484747043,1759484747292,249,,,,,false
request,,,Get first event,OK,1759484747340,1759484747479,139,,,,,false
request,,,Get relationships for first event,OK,1759484747479,1759484747519,40,,,,,false
request,,,Go to first page of program VBqh0ynB2wv,OK,1759484747520,1759484747764,244,,,,,false
request,,,Go to second page of program VBqh0ynB2wv,OK,1759484747765,1759484748025,260,,,,,false
request,,,Go back to first page of program VBqh0ynB2wv,OK,1759484748026,1759484748263,237,,,,,false
request,,,Get first event,OK,1759484748266,1759484748330,64,,,,,false
request,,,Get relationships for first event,OK,1759484748331,1759484748341,10,,,,,false
request,,,Go to first page of program VBqh0ynB2wv,OK,1759484748342,1759484748591,249,,,,,false
request,,,Go to second page of program VBqh0ynB2wv,OK,1759484748591,1759484748827,236,,,,,false
request,,,Go back to first page of program VBqh0ynB2wv,OK,1759484748827,1759484749076,249,,,,,false
request,,,Get first event,OK,1759484749078,1759484749146,68,,,,,false
request,,,Get relationships for first event,OK,1759484749147,1759484749158,11,,,,,false
request,,,Go to first page of program VBqh0ynB2wv,OK,1759484749158,1759484749407,249,,,,,false
request,,,Go to second page of program VBqh0ynB2wv,OK,1759484749408,1759484749641,233,,,,,false
request,,,Go back to first page of program VBqh0ynB2wv,OK,1759484749641,1759484749871,230,,,,,false
request,,,Get first event,OK,1759484749872,1759484749922,50,,,,,false
request,,,Get relationships for first event,OK,1759484749922,1759484749936,14,,,,,false
request,,,Go to first page of program VBqh0ynB2wv,OK,1759484749936,1759484750166,230,,,,,false
request,,,Go to second page of program VBqh0ynB2wv,OK,1759484750167,1759484750396,229,,,,,false
request,,,Go back to first page of program VBqh0ynB2wv,OK,1759484750397,1759484750634,237,,,,,false
request,,,Get first event,OK,1759484750635,1759484750685,50,,,,,false
request,,,Get relationships for first event,OK,1759484750686,1759484750697,11,,,,,false
request,,,Go to first page of program VBqh0ynB2wv,OK,1759484750697,1759484750955,258,,,,,false
request,,,Go to second page of program VBqh0ynB2wv,OK,1759484750956,1759484751189,233,,,,,false
request,,,Go back to first page of program VBqh0ynB2wv,OK,1759484751189,1759484751469,280,,,,,false
request,,,Get first event,OK,1759484751476,1759484751534,58,,,,,false
request,,,Get relationships for first event,OK,1759484751535,1759484751544,9,,,,,false
request,,,Go to first page of program VBqh0ynB2wv,OK,1759484751545,1759484751784,239,,,,,false
request,,,Go to second page of program VBqh0ynB2wv,OK,1759484751785,1759484752020,235,,,,,false
request,,,Go back to first page of program VBqh0ynB2wv,OK,1759484752021,1759484752259,238,,,,,false
request,,,Get first event,OK,1759484752260,1759484752303,43,,,,,false
request,,,Get relationships for first event,OK,1759484752304,1759484752313,9,,,,,false
request,,,Go to first page of program VBqh0ynB2wv,OK,1759484752313,1759484752556,243,,,,,false
request,,,Go to second page of program VBqh0ynB2wv,OK,1759484752557,1759484752796,239,,,,,false
request,,,Go back to first page of program VBqh0ynB2wv,OK,1759484752796,1759484753037,241,,,,,false
request,,,Get first event,OK,1759484753038,1759484753092,54,,,,,false
request,,,Get relationships for first event,OK,1759484753092,1759484753101,9,,,,,false
request,,,Go to first page of program VBqh0ynB2wv,OK,1759484753101,1759484753340,239,,,,,false
